Bank_Txn_ID,Date,Vendor,Description,Amount,Check_ACH,Cleared_Flag,Match_Key,Duplicate_Payment,Duplicate_Payment_Flag,Invoice_Amount,no_matching_invoice,duplicate_payment,amount_mismatch,q90,unusual_vendor_payment,invoice_marked_paid_but_no_bank_txn,risk_score,risk_level
BTXN-00032,2025-06-20,Gulf Coast Telecom,Payment for INV2025-0042,-18599.52,Check,True,Gulf Coast Telecom|-18599.52,1,OK,18599.52,False,False,True,-9191.08,False,False,30,Medium (20–40%)
BTXN-00138,2025-03-20,Gulf Coast Telecom,Payment for INV2025-0177,-25677.14,Check,True,Gulf Coast Telecom|-25677.14,1,OK,25677.14,False,False,True,-9191.08,False,False,30,Medium (20–40%)
BTXN-00143,2025-11-11,Gulf Coast Telecom,Payment for INV2025-0183,-26229.47,Check,True,Gulf Coast Telecom|-26229.47,1,OK,26229.47,False,False,True,-9191.08,False,False,30,Medium (20–40%)
BTXN-00207,2025-02-12,Gulf Coast Telecom,Payment for INV2025-0270,-22174.1,Check,True,Gulf Coast Telecom|-22174.1,1,OK,,True,False,True,-9191.08,False,False,100,Critical (85–99%)
BTXN-00214,2025-12-17,Gulf Coast Telecom,Payment for INV2025-0277,-19186.66,Check,True,Gulf Coast Telecom|-19186.66,1,OK,,True,False,True,-9191.08,False,False,100,Critical (85–99%)
BTXN-00238,2025-11-20,Gulf Coast Telecom,Payment for INV2025-0308,-11152.62,Check,True,Gulf Coast Telecom|-11152.62,1,OK,,True,False,True,-9191.08,False,False,100,Critical (85–99%)
BTXN-00246,2025-12-15,Gulf Coast Telecom,Payment for INV2025-0318,-15862.14,Check,True,Gulf Coast Telecom|-15862.14,1,OK,,True,False,True,-9191.08,False,False,100,Critical (85–99%)
BTXN-00084,2025-12-27,Peak Materials Supply,Payment for INV2025-0105,-11973.55,Check,True,Peak Materials Supply|-11973.55,1,OK,,True,False,True,-7285.35,False,False,100,Critical (85–99%)
BTXN-00108,2025-01-10,Peak Materials Supply,Payment for INV2025-0135,-9692.92,Check,True,Peak Materials Supply|-9692.92,1,OK,9692.92,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00114,2025-09-07,Peak Materials Supply,Payment for INV2025-0144,-22468.72,Check,True,Peak Materials Supply|-22468.72,1,OK,22468.72,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00124,2025-09-24,Peak Materials Supply,Payment for INV2025-0159,-26486.81,Check,True,Peak Materials Supply|-26486.81,1,OK,26486.81,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00139,2025-08-05,Peak Materials Supply,Payment for INV2025-0178,-8120.85,Check,True,Peak Materials Supply|-8120.85,1,OK,8120.85,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00162,2025-05-18,Peak Materials Supply,Payment for INV2025-0208,-12883.98,Check,True,Peak Materials Supply|-12883.98,1,OK,12883.98,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00175,2025-04-19,Peak Materials Supply,Payment for INV2025-0226,-19545.88,Check,True,Peak Materials Supply|-19545.88,1,OK,19545.88,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00201,2025-06-28,Peak Materials Supply,Payment for INV2025-0260,-20473.91,Check,True,Peak Materials Supply|-20473.91,1,OK,,True,False,True,-7285.35,False,False,100,Critical (85–99%)
BTXN-00228,2025-04-01,Peak Materials Supply,Payment for INV2025-0294,-16122.14,Check,True,Peak Materials Supply|-16122.14,1,OK,16122.14,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00235,2025-10-05,Peak Materials Supply,Payment for INV2025-0304,-26295.71,Check,True,Peak Materials Supply|-26295.71,1,OK,26295.71,False,False,True,-7285.35,False,False,30,Medium (20–40%)
BTXN-00279,2025-06-09,Peak Materials Supply,Unmatched vendor payment,-3158.03,Check,True,Peak Materials Supply|-3158.03,1,OK,,True,False,True,-7285.35,True,False,100,Critical (85–99%)
BTXN-00060,2025-10-29,Skyline Engineering,Payment for INV2025-0074,-17761.18,Check,True,Skyline Engineering|-17761.18,1,OK,17761.18,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00077,2025-07-27,Skyline Engineering,Payment for INV2025-0096,-14940.9,Check,True,Skyline Engineering|-14940.9,1,OK,14940.9,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00101,2025-09-06,Skyline Engineering,Payment for INV2025-0125,-16075.46,Check,True,Skyline Engineering|-16075.46,1,OK,,True,False,True,-5188.448,False,False,100,Critical (85–99%)
BTXN-00121,2025-07-15,Skyline Engineering,Payment for INV2025-0155,-5412.94,Check,True,Skyline Engineering|-5412.94,1,OK,5412.94,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00152,2025-07-14,Skyline Engineering,Payment for INV2025-0194,-2284.53,Check,True,Skyline Engineering|-2284.53,1,OK,,True,False,True,-5188.448,True,False,100,Critical (85–99%)
BTXN-00159,2025-01-30,Skyline Engineering,Payment for INV2025-0203,-20753.22,Check,True,Skyline Engineering|-20753.22,1,OK,,True,False,True,-5188.448,False,False,100,Critical (85–99%)
BTXN-00168,2025-08-11,Skyline Engineering,Payment for INV2025-0218,-8324.04,Check,True,Skyline Engineering|-8324.04,1,OK,8324.04,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00187,2025-12-19,Skyline Engineering,Payment for INV2025-0243,-3031.14,Check,True,Skyline Engineering|-3031.14,1,OK,,True,False,True,-5188.448,True,False,100,Critical (85–99%)
BTXN-00194,2025-06-30,Skyline Engineering,Payment for INV2025-0252,-22875.25,Check,True,Skyline Engineering|-22875.25,1,OK,22875.25,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00220,2025-05-27,Skyline Engineering,Payment for INV2025-0286,-19430.91,Check,True,Skyline Engineering|-19430.91,1,OK,19430.91,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00232,2025-07-08,Skyline Engineering,Payment for INV2025-0300,-10012.87,Check,True,Skyline Engineering|-10012.87,1,OK,,True,False,True,-5188.448,False,False,100,Critical (85–99%)
BTXN-00234,2025-07-09,Skyline Engineering,Payment for INV2025-0303,-14009.4,Check,True,Skyline Engineering|-14009.4,1,OK,,True,False,True,-5188.448,False,False,100,Critical (85–99%)
BTXN-00254,2025-03-17,Skyline Engineering,Payment for INV2025-0325,-15421.14,Check,True,Skyline Engineering|-15421.14,1,OK,15421.14,False,False,True,-5188.448,False,False,30,Medium (20–40%)
BTXN-00003,2025-06-22,Sunline Electrical,Payment for INV2025-0003,-25961.19,Check,True,Sunline Electrical|-25961.19,1,OK,,True,False,True,-1511.6259999999995,False,False,100,Critical (85–99%)
BTXN-00022,2025-10-17,Sunline Electrical,Payment for INV2025-0031,-25371.39,Check,True,Sunline Electrical|-25371.39,1,OK,25371.39,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00040,2025-12-17,Sunline Electrical,Payment for INV2025-0053,-9712.3,Check,True,Sunline Electrical|-9712.3,1,OK,9712.3,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00041,2025-12-04,Sunline Electrical,Payment for INV2025-0054,-15602.66,Check,True,Sunline Electrical|-15602.66,1,OK,15602.66,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00066,2025-08-11,Sunline Electrical,Payment for INV2025-0082,-16864.83,Check,True,Sunline Electrical|-16864.83,1,OK,,True,False,True,-1511.6259999999995,False,False,100,Critical (85–99%)
BTXN-00068,2025-04-14,Sunline Electrical,Payment for INV2025-0085,-1150.42,Check,True,Sunline Electrical|-1150.42,2,Duplicate Payment,1150.42,False,False,True,-1511.6259999999995,True,False,40,Medium (20–40%)
BTXN-00093,2025-04-05,Sunline Electrical,Payment for INV2025-0116,-26364.28,Check,True,Sunline Electrical|-26364.28,2,Duplicate Payment,26364.28,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00094,2025-04-06,Sunline Electrical,Duplicate payment for INV2025-0116,-26364.28,Check,True,Sunline Electrical|-26364.28,2,Duplicate Payment,26364.28,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00144,2025-11-28,Sunline Electrical,Payment for INV2025-0184,-8699.51,Check,True,Sunline Electrical|-8699.51,1,OK,8699.51,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00148,2025-08-12,Sunline Electrical,Payment for INV2025-0189,-8907.12,Check,True,Sunline Electrical|-8907.12,1,OK,,True,False,True,-1511.6259999999995,False,False,100,Critical (85–99%)
BTXN-00171,2025-02-15,Sunline Electrical,Payment for INV2025-0222,-19103.48,Check,True,Sunline Electrical|-19103.48,1,OK,19103.48,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00182,2025-07-10,Sunline Electrical,Payment for INV2025-0236,-25099.58,Check,True,Sunline Electrical|-25099.58,1,OK,25099.58,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00233,2025-07-02,Sunline Electrical,Payment for INV2025-0302,-20742.56,Check,True,Sunline Electrical|-20742.56,1,OK,,True,False,True,-1511.6259999999995,False,False,100,Critical (85–99%)
BTXN-00239,2025-05-06,Sunline Electrical,Payment for INV2025-0310,-768.12,Check,True,Sunline Electrical|-768.12,1,OK,768.12,False,False,True,-1511.6259999999995,True,False,40,Medium (20–40%)
BTXN-00244,2025-11-11,Sunline Electrical,Payment for INV2025-0315,-21453.26,Check,True,Sunline Electrical|-21453.26,1,OK,,True,False,True,-1511.6259999999995,False,False,100,Critical (85–99%)
BTXN-00245,2025-12-22,Sunline Electrical,Payment for INV2025-0317,-1551.76,Check,True,Sunline Electrical|-1551.76,1,OK,1551.76,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00257,2025-03-22,Sunline Electrical,Payment for INV2025-0329,-8027.17,Check,True,Sunline Electrical|-8027.17,1,OK,8027.17,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00258,2025-12-03,Sunline Electrical,Payment for INV2025-0331,-21871.84,Check,True,Sunline Electrical|-21871.84,1,OK,21871.84,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00267,2025-03-08,Sunline Electrical,Payment for INV2025-0341,-14420.5,Check,True,Sunline Electrical|-14420.5,1,OK,14420.5,False,False,True,-1511.6259999999995,False,False,30,Medium (20–40%)
BTXN-00046,2025-04-19,Sunshine Equipment,Payment for INV2025-0059,-2358.71,Check,True,Sunshine Equipment|-2358.71,1,OK,2358.71,False,False,True,-2814.2339999999986,True,False,40,Medium (20–40%)
BTXN-00123,2025-12-13,Sunshine Equipment,Payment for INV2025-0158,-1893.56,Check,True,Sunshine Equipment|-1893.56,1,OK,1893.56,False,False,True,-2814.2339999999986,True,False,40,Medium (20–40%)
BTXN-00133,2025-04-21,Sunshine Equipment,Payment for INV2025-0172,-20847.39,Check,True,Sunshine Equipment|-20847.39,1,OK,20847.39,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00141,2025-07-31,Sunshine Equipment,Payment for INV2025-0180,-15278.23,Check,True,Sunshine Equipment|-15278.23,1,OK,15278.23,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00149,2025-07-26,Sunshine Equipment,Payment for INV2025-0190,-18013.42,Check,True,Sunshine Equipment|-18013.42,1,OK,18013.42,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00165,2025-08-11,Sunshine Equipment,Payment for INV2025-0215,-11031.79,Check,True,Sunshine Equipment|-11031.79,1,OK,,True,False,True,-2814.2339999999986,False,False,100,Critical (85–99%)
BTXN-00169,2025-05-31,Sunshine Equipment,Payment for INV2025-0219,-4055.02,Check,True,Sunshine Equipment|-4055.02,1,OK,4055.02,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00176,2025-04-29,Sunshine Equipment,Payment for INV2025-0227,-18619.17,Check,True,Sunshine Equipment|-18619.17,1,OK,,True,False,True,-2814.2339999999986,False,False,100,Critical (85–99%)
BTXN-00189,2025-05-04,Sunshine Equipment,Payment for INV2025-0246,-22206.04,Check,True,Sunshine Equipment|-22206.04,1,OK,22206.04,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00222,2025-06-16,Sunshine Equipment,Payment for INV2025-0288,-791.15,Check,True,Sunshine Equipment|-791.15,1,OK,791.15,False,False,True,-2814.2339999999986,True,False,40,Medium (20–40%)
BTXN-00231,2025-11-27,Sunshine Equipment,Payment for INV2025-0298,-13595.21,Check,True,Sunshine Equipment|-13595.21,1,OK,13595.21,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00236,2025-06-10,Sunshine Equipment,Payment for INV2025-0305,-17091.36,Check,True,Sunshine Equipment|-17091.36,1,OK,17091.36,False,False,True,-2814.2339999999986,False,False,30,Medium (20–40%)
BTXN-00005,2025-11-26,Tampa Grid Services,Payment for INV2025-0006,-21118.39,Check,True,Tampa Grid Services|-21118.39,1,OK,21118.39,False,False,True,-3171.8100000000004,False,False,30,Medium (20–40%)
BTXN-00011,2025-08-24,Tampa Grid Services,Payment for INV2025-0015,-14761.77,Check,True,Tampa Grid Services|-14761.77,1,OK,,True,False,True,-3171.8100000000004,False,False,100,Critical (85–99%)
BTXN-00048,2025-05-30,Tampa Grid Services,Payment for INV2025-0061,-18862.07,Check,True,Tampa Grid Services|-18862.07,1,OK,18862.07,False,False,True,-3171.8100000000004,False,False,30,Medium (20–40%)
BTXN-00079,2025-07-02,Tampa Grid Services,Payment for INV2025-0098,-2442.48,Check,True,Tampa Grid Services|-2442.48,1,OK,2442.48,False,False,True,-3171.8100000000004,True,False,40,Medium (20–40%)
BTXN-00085,2025-07-19,Tampa Grid Services,Payment for INV2025-0106,-8994.23,Check,True,Tampa Grid Services|-8994.23,1,OK,8994.23,False,False,True,-3171.8100000000004,False,False,30,Medium (20–40%)
BTXN-00100,2025-05-07,Tampa Grid Services,Payment for INV2025-0124,-8563.18,Check,True,Tampa Grid Services|-8563.18,1,OK,8563.18,False,False,True,-3171.8100000000004,False,False,30,Medium (20–40%)
BTXN-00261,2025-12-21,Tampa Grid Services,Payment for INV2025-0333,-16096.29,Check,True,Tampa Grid Services|-16096.29,1,OK,16096.29,False,False,True,-3171.8100000000004,False,False,30,Medium (20–40%)
BTXN-00275,2025-10-15,Tampa Grid Services,Unmatched vendor payment,-6632.65,Check,True,Tampa Grid Services|-6632.65,1,OK,,True,False,True,-3171.8100000000004,False,False,100,Critical (85–99%)
BTXN-00281,2025-06-16,Tampa Grid Services,Unmatched vendor payment,-4239.95,Check,True,Tampa Grid Services|-4239.95,1,OK,,True,False,True,-3171.8100000000004,False,False,100,Critical (85–99%)
BTXN-00004,2025-09-02,Tidal Contractors,Payment for INV2025-0004,-16566.0,Check,True,Tidal Contractors|-16566,1,OK,16566.0,False,False,True,-4921.664999999997,False,False,30,Medium (20–40%)
BTXN-00018,2025-09-12,Tidal Contractors,Payment for INV2025-0024,-16456.35,Check,True,Tidal Contractors|-16456.35,1,OK,,True,False,True,-4921.664999999997,False,False,100,Critical (85–99%)
BTXN-00026,2025-05-16,Tidal Contractors,Duplicate payment for INV2025-0034,-1394.87,Check,True,Tidal Contractors|-1394.87,2,Duplicate Payment,1394.87,False,False,True,-4921.664999999997,True,False,40,Medium (20–40%)
BTXN-00089,2025-06-25,Tidal Contractors,Payment for INV2025-0111,-12631.55,Check,True,Tidal Contractors|-12631.55,1,OK,12631.55,False,False,True,-4921.664999999997,False,False,30,Medium (20–40%)
BTXN-00127,2025-12-04,Tidal Contractors,Payment for INV2025-0164,-22709.17,Check,True,Tidal Contractors|-22709.17,1,OK,22709.17,False,False,True,-4921.664999999997,False,False,30,Medium (20–40%)
BTXN-00184,2025-10-28,Tidal Contractors,Payment for INV2025-0238,-26209.69,Check,True,Tidal Contractors|-26209.69,1,OK,26209.69,False,False,True,-4921.664999999997,False,False,30,Medium (20–40%)
BTXN-00255,2025-12-07,Tidal Contractors,Payment for INV2025-0326,-24964.54,Check,True,Tidal Contractors|-24964.54,1,OK,24964.54,False,False,True,-4921.664999999997,False,False,30,Medium (20–40%)
BTXN-00266,2025-11-23,Tidal Contractors,Payment for INV2025-0340,-12772.08,Check,True,Tidal Contractors|-12772.08,1,OK,,True,False,True,-4921.664999999997,False,False,100,Critical (85–99%)
BTXN-00012,2025-11-09,Tri-County Services,Payment for INV2025-0016,-28380.53,Check,True,Tri-County Services|-28380.53,1,OK,28380.53,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00019,2025-03-09,Tri-County Services,Payment for INV2025-0025,-16158.39,Check,True,Tri-County Services|-16158.39,1,OK,16158.39,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00024,2025-04-29,Tri-County Services,Payment for INV2025-0033,-26566.04,Check,True,Tri-County Services|-26566.04,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00043,2025-08-05,Tri-County Services,Payment for INV2025-0057,-26111.8,Check,True,Tri-County Services|-26111.8,2,Duplicate Payment,26111.8,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00044,2025-08-06,Tri-County Services,Duplicate payment for INV2025-0057,-26111.8,Check,True,Tri-County Services|-26111.8,2,Duplicate Payment,26111.8,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00050,2025-11-29,Tri-County Services,Payment for INV2025-0063,-5601.59,Check,True,Tri-County Services|-5601.59,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00059,2025-09-01,Tri-County Services,Payment for INV2025-0073,-14793.41,Check,True,Tri-County Services|-14793.41,1,OK,14793.41,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00075,2025-10-31,Tri-County Services,Payment for INV2025-0093,-25336.22,Check,True,Tri-County Services|-25336.22,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00083,2025-07-25,Tri-County Services,Payment for INV2025-0103,-15516.17,Check,True,Tri-County Services|-15516.17,1,OK,15516.17,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00090,2025-06-27,Tri-County Services,Payment for INV2025-0113,-11314.78,Check,True,Tri-County Services|-11314.78,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00173,2025-06-04,Tri-County Services,Payment for INV2025-0224,-9904.49,Check,True,Tri-County Services|-9904.49,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00174,2025-03-24,Tri-County Services,Payment for INV2025-0225,-12112.77,Check,True,Tri-County Services|-12112.77,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00178,2025-06-29,Tri-County Services,Payment for INV2025-0230,-3557.12,Check,True,Tri-County Services|-3557.12,1,OK,3557.12,False,False,True,-5115.388,True,False,40,Medium (20–40%)
BTXN-00218,2025-06-15,Tri-County Services,Payment for INV2025-0281,-16295.95,Check,True,Tri-County Services|-16295.95,1,OK,16295.95,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00250,2025-12-14,Tri-County Services,Payment for INV2025-0321,-1326.93,Check,True,Tri-County Services|-1326.93,1,OK,1326.93,False,False,True,-5115.388,True,False,40,Medium (20–40%)
BTXN-00256,2025-05-17,Tri-County Services,Payment for INV2025-0327,-9582.45,Check,True,Tri-County Services|-9582.45,1,OK,9582.45,False,False,True,-5115.388,False,False,30,Medium (20–40%)
